City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
147,Bilma,NE,2022-06-27 02:44:59,18.6853,12.9164,88.11,15,55,4.83
148,Alice Springs,AU,2022-06-27 02:43:17,-23.7,133.8833,62.15,42,92,21.85
149,Qui Nhon,VN,2022-06-27 02:44:59,13.7667,109.2333,87.8,64,57,7.61
150,Mocuba,MZ,2022-06-27 02:44:59,-16.8392,36.9856,62.29,98,100,6.11
151,Airai,TL,2022-06-27 02:45:00,-8.9266,125.4092,66.45,77,98,3.78
152,San Patricio,US,2022-06-27 02:45:00,28.017,-97.5169,85.53,75,2,11.7
153,Nuuk,GL,2022-06-27 02:45:00,64.1835,-51.7216,43.41,81,100,29.93
154,Halifax,CA,2022-06-27 02:45:01,44.6453,-63.5724,61.68,97,7,11.5
155,Nelson Bay,AU,2022-06-27 02:45:01,-32.7167,152.15,62.01,88,40,15.01
156,Lincoln,US,2022-06-27 02:43:18,40.8,-96.667,69.96,51,0,5.75
157,Sakakah,SA,2022-06-27 02:45:02,29.9697,40.2064,76.57,34,0,7.78
158,Yatou,CN,2022-06-27 02:45:03,37.15,122.3833,73.15,96,100,29.75
159,Harper,LR,2022-06-27 02:45:04,4.375,-7.7169,76.66,86,97,8.75
160,Callaguip,PH,2022-06-27 02:45:06,18.0714,120.4867,86.02,84,75,5.75
161,Tamworth,GB,2022-06-27 02:45:08,52.634,-1.6959,53.92,85,23,5.01
162,Neiafu,TO,2022-06-27 02:45:08,-18.65,-173.9833,83.08,74,40,8.05
163,Nome,US,2022-06-27 02:43:11,64.5011,-165.4064,52.16,93,100,11.5
164,Puerto Ayora,EC,2022-06-27 02:43:10,-0.7393,-90.3518,69.55,95,84,1.01
165,Itoman,JP,2022-06-27 02:45:10,26.1247,127.6694,89.62,74,40,14.97
166,Cabo San Lucas,MX,2022-06-27 02:45:07,22.8909,-109.9124,81.7,84,75,10.36
167,Grand Gaube,MU,2022-06-27 02:45:11,-20.0064,57.6608,65.37,69,13,3.0
168,Dingle,PH,2022-06-27 02:45:11,10.9995,122.6711,85.84,71,100,5.82
169,Tamala,RU,2022-06-27 02:45:12,52.541,43.2515,59.85,76,0,3.47
170,Sambava,MG,2022-06-27 02:45:12,-14.2667,50.1667,69.51,75,100,14.09
171,Bathsheba,BB,2022-06-27 02:45:13,13.2167,-59.5167,83.01,83,20,24.16
172,Alaca,TR,2022-06-27 02:45:13,40.1683,34.8425,54.75,93,100,3.02
173,Santa Cruz De Tenerife,ES,2022-06-27 02:45:14,28.4682,-16.2546,66.88,85,75,17.27
174,Udachnyy,RU,2022-06-27 02:45:15,66.4167,112.4,47.71,61,100,15.55
175,Druzhba,UA,2022-06-27 02:45:15,52.0428,33.9453,65.17,86,39,6.8
176,Price,US,2022-06-27 02:45:15,39.5994,-110.8107,79.86,22,0,10.36
177,Pareora,NZ,2022-06-27 02:45:16,-44.4871,171.2132,50.18,79,100,15.23
178,Raychikhinsk,RU,2022-06-27 02:45:16,49.7838,129.4121,75.25,72,57,6.35
179,Petropavlovsk-Kamchatskiy,RU,2022-06-27 02:45:17,53.0452,158.6483,64.99,52,75,8.95
180,Fairview,US,2022-06-27 02:44:46,40.8126,-73.999,80.42,53,0,12.66
181,Shenjiamen,CN,2022-06-27 02:45:17,29.9576,122.298,77.27,90,100,24.58
182,Nynashamn,SE,2022-06-27 02:45:18,58.9034,17.9479,67.1,88,11,6.91
183,Manicore,BR,2022-06-27 02:46:18,-5.8092,-61.3003,75.15,94,0,0.0
184,Alta Floresta,BR,2022-06-27 02:46:19,-9.8756,-56.0861,68.83,49,12,4.41
185,Teya,RU,2022-06-27 02:46:19,60.3778,92.6267,62.91,96,100,0.89
186,Kodiak,US,2022-06-27 02:46:20,57.79,-152.4072,56.71,67,0,14.97
187,Young,UY,2022-06-27 02:46:20,-32.6833,-57.6333,47.52,71,100,7.23
188,Arman,RU,2022-06-27 02:46:21,59.7,150.1667,56.08,78,41,6.33
189,Manggar,ID,2022-06-27 02:46:21,-2.8833,108.2667,83.91,73,66,7.36
190,Honningsvag,NO,2022-06-27 02:46:21,70.9821,25.9704,53.35,66,19,4.61
191,Kendari,ID,2022-06-27 02:46:22,-3.945,122.4989,80.98,84,93,1.59
192,Banjar,ID,2022-06-27 02:46:22,-8.19,114.9675,84.31,65,35,4.34
193,Pacific Grove,US,2022-06-27 02:46:23,36.6177,-121.9166,66.02,86,75,7.0
194,Scarborough,GB,2022-06-27 02:44:09,54.2797,-0.4044,54.91,75,84,10.0
195,Kalachinsk,RU,2022-06-27 02:46:23,55.0529,74.5751,55.51,73,40,11.81
196,Ilulissat,GL,2022-06-27 02:46:23,69.2167,-51.1,41.02,87,100,6.91
197,Mirnyy,RU,2022-06-27 02:46:24,62.5353,113.9611,66.24,77,94,8.99
198,Solnechnyy,RU,2022-06-27 02:46:25,50.7214,136.6319,72.81,45,73,4.21
199,Odzak,BA,2022-06-27 02:46:25,45.0111,18.3267,68.09,76,2,2.75
200,Tevaitoa,PF,2022-06-27 02:46:25,-16.7833,-151.5,79.27,76,14,16.87
201,Lakshettipet,IN,2022-06-27 02:46:26,18.8667,79.2167,78.66,85,92,8.57
202,Abalak,RU,2022-06-27 02:46:26,58.1286,68.5944,49.17,97,100,10.69
203,Necochea,AR,2022-06-27 02:46:27,-38.5473,-58.7368,40.03,79,6,12.3
204,Ruidoso,US,2022-06-27 02:46:27,33.3317,-105.673,64.56,85,100,14.97
205,Agirish,RU,2022-06-27 02:46:28,61.9247,63.0231,48.27,66,18,10.4
206,Namatanai,PG,2022-06-27 02:46:28,-3.6667,152.4333,83.88,71,70,12.01
207,Huangmei,CN,2022-06-27 02:46:28,30.1924,116.025,87.17,69,98,7.92
208,Olinda,BR,2022-06-27 02:41:31,-8.0089,-34.8553,74.93,88,75,8.05
209,Buriti Alegre,BR,2022-06-27 02:46:29,-18.14,-49.0403,60.12,45,17,2.06
210,Tuatapere,NZ,2022-06-27 02:46:29,-46.1333,167.6833,47.28,77,100,7.72
211,Alekseyevsk,RU,2022-06-27 02:46:30,57.8406,108.3492,71.2,80,99,9.6
212,Payakumbuh,ID,2022-06-27 02:46:30,-0.2202,100.6308,76.32,82,90,0.51
213,Stockerau,AT,2022-06-27 02:46:31,48.383,16.1996,72.05,81,0,5.44
214,Hamilton,US,2022-06-27 02:46:31,39.1834,-84.5333,76.84,92,75,5.01
215,Half Moon Bay,US,2022-06-27 02:46:31,37.4636,-122.4286,75.79,80,100,24.16
216,Zhangjiakou,CN,2022-06-27 02:45:08,40.81,114.8794,73.11,63,70,4.97
217,Uspenka,UA,2022-06-27 02:46:32,48.3903,39.1619,66.13,80,78,9.26
218,Leningradskiy,RU,2022-06-27 02:46:32,69.3833,178.4167,35.78,90,100,1.48
219,Aplahoue,BJ,2022-06-27 02:46:32,6.9333,1.6833,72.95,97,100,4.36
220,Xining,CN,2022-06-27 02:46:33,36.6167,101.7667,65.61,50,89,3.56
221,Chake Chake,TZ,2022-06-27 02:46:33,-5.2459,39.7666,75.92,71,26,13.89
222,Chokurdakh,RU,2022-06-27 02:46:33,70.6333,147.9167,51.13,35,6,15.66
223,Kihei,US,2022-06-27 02:44:38,20.785,-156.4656,84.22,70,40,19.57
224,Labuhan,ID,2022-06-27 02:46:34,-6.8844,112.2051,82.24,74,72,5.08
225,Burgeo,CA,2022-06-27 02:46:34,47.6167,-57.6152,54.3,95,100,2.37
226,Kingaroy,AU,2022-06-27 02:46:34,-26.5333,151.8333,64.22,35,55,11.21
227,Talcahuano,CL,2022-06-27 02:46:35,-36.7167,-73.1167,53.28,94,100,6.91
228,Troitskoye,RU,2022-06-27 02:46:35,52.9821,84.6757,73.13,73,95,4.32
229,Nanortalik,GL,2022-06-27 02:46:35,60.1432,-45.2371,39.96,95,100,3.49
230,Anahuac,MX,2022-06-27 02:47:36,27.2333,-100.15,87.8,41,57,19.82
231,Mahebourg,MU,2022-06-27 02:47:36,-20.4081,57.7,65.25,82,40,2.3
232,Cidreira,BR,2022-06-27 02:47:37,-30.1811,-50.2056,58.51,80,100,14.56
233,Horta,PT,2022-06-27 02:47:37,38.5333,-28.6333,64.98,78,88,9.78
234,Sola,VU,2022-06-27 02:47:37,-13.8833,167.55,81.07,75,10,21.27
235,Cajamarca,PE,2022-06-27 02:43:10,-7.1638,-78.5003,47.53,87,19,4.41
236,East London,ZA,2022-06-27 02:47:38,-33.0153,27.9116,55.94,50,3,3.96
237,Pyapon,MM,2022-06-27 02:47:38,16.2833,95.6833,77.32,93,100,8.03
238,Gondanglegi,ID,2022-06-27 02:47:39,-7.7479,112.0132,82.65,72,27,15.7
239,Praia,CV,2022-06-27 02:47:39,14.9215,-23.5087,73.94,78,75,20.71
240,Lexington,US,2022-06-27 02:47:39,37.9887,-84.4777,78.12,85,100,0.0
241,Vardo,NO,2022-06-27 02:47:40,70.3705,31.1107,46.38,87,100,5.75
242,Cayenne,GF,2022-06-27 02:47:40,4.9333,-52.3333,78.1,1,82,0.0
243,Songjianghe,CN,2022-06-27 02:47:40,42.1859,127.479,78.01,65,100,4.79
244,Garissa,KE,2022-06-27 02:47:41,-0.4536,39.6401,72.82,70,28,18.68
245,Padang,ID,2022-06-27 02:47:41,-0.9492,100.3543,84.25,64,26,3.15
246,Longyearbyen,SJ,2022-06-27 02:47:41,78.2186,15.6401,44.44,76,75,13.8
247,Cockburn Town,TC,2022-06-27 02:47:42,21.4612,-71.1419,82.49,79,100,19.8
248,Camalu,MX,2022-06-27 02:47:42,30.85,-116.0667,71.1,71,24,5.35
249,Mattru,SL,2022-06-27 02:47:42,7.6244,-11.8332,73.13,99,55,2.24
250,Pokhara,NP,2022-06-27 02:46:53,28.2333,83.9833,73.8,90,100,0.54
251,Le Port,RE,2022-06-27 02:47:43,-20.9373,55.2919,69.26,58,6,5.82
252,Goderich,CA,2022-06-27 02:45:04,43.7501,-81.7165,65.91,89,100,3.6
253,Xian,CN,2022-06-27 02:47:43,34.2583,108.9286,83.21,38,9,7.7
254,Ribeira Grande,PT,2022-06-27 02:47:44,38.5167,-28.7,65.82,77,95,10.16
255,Sisimiut,GL,2022-06-27 02:47:44,66.9395,-53.6735,38.26,99,100,4.74
256,Ust-Kuyga,RU,2022-06-27 02:47:44,70.0167,135.6,49.86,27,100,10.47
257,Lamu,KE,2022-06-27 02:47:45,-2.2717,40.902,77.22,77,62,19.8
258,Micheweni,TZ,2022-06-27 02:47:45,-4.9667,39.8333,76.93,72,15,15.61
259,Isabela,PH,2022-06-27 02:47:45,6.7085,121.9711,84.25,83,98,3.15
260,Tiangua,BR,2022-06-27 02:46:34,-3.7322,-40.9917,66.6,76,75,1.07
261,Benguela,AO,2022-06-27 02:47:46,-12.5763,13.4055,69.51,74,4,5.23
262,Marihatag,PH,2022-06-27 02:47:46,8.7936,126.2969,84.24,72,83,6.44
263,Walvis Bay,NA,2022-06-27 02:47:46,-22.9575,14.5053,77.95,27,5,21.85
264,Lae,PG,2022-06-27 02:47:47,-6.7221,146.9847,86.67,60,100,6.78
265,San Quintin,MX,2022-06-27 02:47:47,30.4833,-115.95,69.58,77,16,8.46
266,Ahuimanu,US,2022-06-27 02:47:47,21.4447,-157.8378,83.91,60,0,14.97
267,Keti Bandar,PK,2022-06-27 02:47:48,24.1447,67.4497,84.6,80,98,12.66
268,Iqaluit,CA,2022-06-27 02:47:48,63.7506,-68.5145,46.13,61,40,11.5
269,Mmabatho,ZA,2022-06-27 02:47:48,-25.85,25.6333,47.05,40,0,9.51
270,Vao,NC,2022-06-27 02:47:49,-22.6667,167.4833,72.48,76,2,17.0
271,Port Elizabeth,ZA,2022-06-27 02:44:03,-33.918,25.5701,49.32,99,0,4.61
272,Northam,GB,2022-06-27 02:47:49,51.0333,-4.2167,55.38,95,100,9.53
273,Tamandare,BR,2022-06-27 02:47:49,-8.7597,-35.1047,73.92,90,33,10.69
274,Faanui,PF,2022-06-27 02:47:50,-16.4833,-151.75,80.33,73,11,18.77
275,Esperance,AU,2022-06-27 02:47:50,-33.8667,121.9,64.29,48,69,20.74
276,Hasaki,JP,2022-06-27 02:47:50,35.7333,140.8333,99.28,69,24,8.59
277,Whitehorse,CA,2022-06-27 02:44:46,60.7161,-135.0538,75.02,34,75,5.75
278,Porbandar,IN,2022-06-27 02:48:51,21.6422,69.6093,80.58,89,75,10.36
279,Cherskiy,RU,2022-06-27 02:48:51,68.75,161.3,54.05,25,0,15.46
280,Bolama,GW,2022-06-27 02:48:51,11.5833,-15.4667,80.83,79,77,6.51
281,Kieta,PG,2022-06-27 02:48:52,-6.2167,155.6333,83.1,75,89,6.35
282,Mount Isa,AU,2022-06-27 02:48:52,-20.7333,139.5,74.97,31,99,18.41
283,Smithers,CA,2022-06-27 02:44:42,54.7804,-127.1743,75.52,46,20,5.75
284,Tornio,FI,2022-06-27 02:48:52,65.8481,24.1466,60.82,96,80,7.7
285,Dmitrov,RU,2022-06-27 02:48:53,56.35,37.5167,72.25,83,0,4.81
286,Shimoda,JP,2022-06-27 02:48:53,34.6667,138.95,84.56,72,14,16.44
287,Amarwara,IN,2022-06-27 02:48:53,22.3,79.1667,79.14,73,62,6.31
288,Aswan,EG,2022-06-27 02:48:54,24.0934,32.907,83.5,28,0,12.66
289,Perene,PE,2022-06-27 02:48:54,-10.9492,-75.2261,65.62,76,13,1.77
290,Jojoima,SL,2022-06-27 02:48:55,7.8792,-10.7878,71.78,100,83,0.83
291,Ketchikan,US,2022-06-27 02:48:07,55.3422,-131.6461,75.67,43,0,6.91
292,Saint George,US,2022-06-27 02:48:43,37.1041,-113.5841,93.79,18,20,11.5
293,Beloha,MG,2022-06-27 02:48:55,-25.1667,45.05,59.68,75,46,8.05
294,Mount Gambier,AU,2022-06-27 02:48:56,-37.8333,140.7667,55.09,56,35,5.17
295,Tessalit,ML,2022-06-27 02:48:56,20.1986,1.0114,85.14,41,76,19.57
296,Dryden,CA,2022-06-27 02:44:10,49.7833,-92.7503,52.09,82,0,4.61
